Query;Thread Id;Rank;threadFinalScore;threadTitleAsymSim;threadTitleAsymSimNorm;threadBodyAsymSim;threadBodyAsymSimNorm;queryTitleCoverageScore;queryCodeCoverageScore;jaccard;2-gramsScore;3-gramsScore;bm25Score;bm25ScoreNorm;tf-idf;tf-idfNorm;AnswerCount;AnswerCountNorm;ThreadUpScore;ThreadTotalUpScore;ThreadTotalUpScoreNorm;
;https://stackoverflow.com/questions/9829729;11;1.23;16.46;0.89;13.55;0.88;0.25;0.5;0.02;0;0;13.99;0.51;0.31;0.68;2;-1;-1;5;-1;
;https://stackoverflow.com/questions/1502111;12;1.22;16.78;0.91;12.8;0.83;0.0;0.25;0.02;0;0;15.93;0.58;0.32;0.7;1;-1;-1;7;-1;
;https://stackoverflow.com/questions/18590362;13;1.22;15.37;0.83;13.65;0.89;0.25;0.25;0.03;0;0;17.58;0.63;0.32;0.72;1;-1;-1;18;-1;
;https://stackoverflow.com/questions/5362364;14;1.21;13.08;0.71;11.04;0.72;0.25;0.25;0.04;0;0;14.48;0.52;0.45;1.0;6;-1;-1;12;-1;
;https://stackoverflow.com/questions/31416737;15;1.21;15.33;0.83;12.62;0.82;0.25;0.5;0.02;0;0;14.52;0.52;0.35;0.77;1;-1;-1;3;-1;
;https://stackoverflow.com/questions/1091788;16;1.21;14.01;0.76;13.8;0.89;0.25;0.75;0.01;0;0;20.43;0.74;0.35;0.77;11;-1;-1;436;-1;
;https://stackoverflow.com/questions/26469916;17;1.19;12.76;0.69;12.48;0.81;0.25;0.5;0.06;0;0;21.83;0.79;0.4;0.89;2;-1;-1;3;-1;
;https://stackoverflow.com/questions/12030703;18;1.19;15.61;0.84;11.01;0.71;0.25;0.25;0.01;0;0;16.43;0.59;0.37;0.83;4;-1;-1;51;-1;
;https://stackoverflow.com/questions/29253824;19;1.18;14.11;0.76;13.69;0.89;0.0;0.5;0.02;0;0;15.05;0.54;0.32;0.72;1;-1;-1;2;-1;
;https://stackoverflow.com/questions/981578;20;1.18;16.57;0.9;12.83;0.83;0.25;0.5;0.01;0;0;17.73;0.64;0.29;0.63;8;-1;-1;119;-1;
;https://stackoverflow.com/questions/4773778;21;1.18;14.22;0.77;13.18;0.85;0.25;0.5;0.02;0;0;16.43;0.59;0.33;0.74;7;-1;-1;102;-1;
;https://stackoverflow.com/questions/9676301;22;1.18;15.9;0.86;12.11;0.79;0.25;0.75;0.02;0;0;19.31;0.7;0.32;0.71;2;-1;-1;3;-1;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I decompress a GZip file in Java?


Found Threads: (5);Pivot;------;------;24.54;------;18.9;------;------;------;------;2;1;28.83;------;0.55;------;-1.0;------;------;-1.0
;https://stackoverflow.com/questions/901003;5;1.26;19.83;0.81;15.71;0.83;0.5;0.5;0.04;0;0;26.26;0.91;0.49;0.89;6;-1;-1;16;-1;
;https://stackoverflow.com/questions/12531579;14;1.17;22.56;0.92;13.39;0.71;0.5;0.75;0.05;0;0;22.91;0.79;0.39;0.71;2;-1;-1;24;-1;
;https://stackoverflow.com/questions/7128171;23;1.12;21.08;0.86;15.96;0.84;0.5;0.5;0.03;0;0;23.99;0.83;0.29;0.54;7;-1;-1;101;-1;
;https://stackoverflow.com/questions/3711282;26;1.1;20.55;0.84;14.49;0.77;0.5;0.75;0.02;0;0;14.46;0.5;0.32;0.59;3;-1;-1;24;-1;
;https://stackoverflow.com/questions/1080381;50;0.98;17.42;0.71;11.46;0.61;0.0;0.75;0.02;0;0;15.35;0.53;0.35;0.64;5;-1;-1;245;-1;

Missed Threads: (2);https://stackoverflow.com/questions/3627401;-1;17.23;20.58;-1;13.89;-1;0.0;1.0;0.0;1;0;0.0;-1;0.0;-1;7;-1;-1;116;-1;
;https://stackoverflow.com/questions/315618;-1;15.84;16.36;-1;15.31;-1;0.5;0.5;0.33;1;0;0.0;-1;0.0;-1;8;-1;-1;156;-1;


Trash in round 0: (55);https://stackoverflow.com/questions/631484;0;1.37;23.57;0.96;16.21;0.86;0.75;0.25;0.05;1;0;28.83;1.0;0.37;0.67;3;-1;-1;13;-1;
;https://stackoverflow.com/questions/31168260;1;1.33;20.69;0.84;15.62;0.83;0.5;0.75;0.03;1;0;15.25;0.53;0.4;0.74;3;-1;-1;12;-1;
;https://stackoverflow.com/questions/3335969;2;1.29;19.48;0.79;15.5;0.82;0.75;0.5;0.07;1;0;15.62;0.54;0.4;0.72;2;-1;-1;26;-1;
;https://stackoverflow.com/questions/14072160;3;1.29;19.08;0.78;12.87;0.68;0.75;0.5;0.06;1;0;15.28;0.53;0.48;0.87;1;-1;-1;4;-1;
;https://stackoverflow.com/questions/3621750;4;1.29;24.02;0.98;15.59;0.83;0.75;0.5;0.03;1;0;26.44;0.92;0.29;0.53;2;-1;-1;15;-1;
;https://stackoverflow.com/questions/27825927;6;1.25;19.37;0.79;16.46;0.87;0.5;0.25;0.02;0;0;15.25;0.53;0.46;0.83;2;-1;-1;5;-1;
;https://stackoverflow.com/questions/9102527;7;1.24;20.79;0.85;15.41;0.82;0.25;0.5;0.05;0;0;15.57;0.54;0.45;0.82;1;-1;-1;4;-1;
;https://stackoverflow.com/questions/10653683;8;1.24;18.77;0.76;17.93;0.95;0.25;0.5;0.05;0;0;15.79;0.55;0.42;0.76;2;-1;-1;20;-1;
;https://stackoverflow.com/questions/13644538;9;1.23;19.98;0.81;16.97;0.9;0.5;0.75;0.05;0;0;15.45;0.54;0.41;0.75;2;-1;-1;7;-1;
;https://stackoverflow.com/questions/934832;10;1.22;20.73;0.84;16.75;0.89;0.75;0.25;0.08;0;0;27.8;0.96;0.39;0.72;3;-1;-1;6;-1;
;https://stackoverflow.com/questions/5994674;11;1.22;19.81;0.81;13.68;0.72;0.75;0.5;0.04;1;0;14.72;0.51;0.36;0.65;3;-1;-1;53;-1;
;https://stackoverflow.com/questions/43299508;12;1.19;21.58;0.88;13.59;0.72;0.75;0.75;0.02;1;0;23.9;0.83;0.29;0.54;2;-1;-1;4;-1;
;https://stackoverflow.com/questions/30507653;13;1.19;19.36;0.79;12.68;0.67;0.75;0.75;0.04;0;0;15.19;0.53;0.51;0.92;5;-1;-1;16;-1;
;https://stackoverflow.com/questions/6173920;15;1.17;21.88;0.89;15.49;0.82;0.25;0.75;0.02;0;0;14.67;0.51;0.34;0.62;2;-1;-1;42;-1;
;https://stackoverflow.com/questions/41400810;16;1.16;19.09;0.78;14.98;0.79;0.0;1.0;0.01;0;0;23.4;0.81;0.42;0.76;1;-1;-1;6;-1;
;https://stackoverflow.com/questions/36264105;17;1.16;19.3;0.79;15.45;0.82;0.25;0.5;0.03;0;0;14.65;0.51;0.39;0.72;1;-1;-1;3;-1;
;https://stackoverflow.com/questions/9678697;18;1.14;17.37;0.71;10.81;0.57;0.25;0.75;0.02;0;0;18.83;0.65;0.55;1.0;6;-1;-1;16;-1;
;https://stackoverflow.com/questions/5094074;19;1.14;17.17;0.7;13.89;0.74;0.5;0.5;0.02;1;0;15.12;0.52;0.33;0.59;2;-1;-1;4;-1;
;https://stackoverflow.com/questions/3984927;20;1.13;18.75;0.76;13.91;0.74;0.75;0.5;0.03;0;0;14.74;0.51;0.41;0.75;5;-1;-1;14;-1;
;https://stackoverflow.com/questions/41959409;21;1.12;20.15;0.82;14.81;0.78;0.25;0.75;0.02;0;0;25.6;0.89;0.35;0.64;1;-1;-1;5;-1;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I compress a file in GZip format?


Found Threads: (3);Pivot;------;------;22.69;------;18.62;------;------;------;------;1;0;29.27;------;0.52;------;-1.0;------;------;-1.0
;https://stackoverflow.com/questions/19044638;13;1.16;21.57;0.95;11.84;0.64;0.5;1.0;0.07;0;0;27.93;0.95;0.38;0.73;3;-1;-1;25;-1;
;https://stackoverflow.com/questions/7128171;15;1.15;19.33;0.85;15.45;0.83;0.25;0.5;0.03;0;0;25.81;0.88;0.32;0.63;7;-1;-1;101;-1;
;https://stackoverflow.com/questions/16351668;30;1.07;17.86;0.79;14.98;0.8;0.0;0.5;0.02;0;0;26.0;0.89;0.28;0.54;6;-1;-1;100;-1;

Missed Threads: (2);https://stackoverflow.com/questions/16243629;-1;15.98;18.33;-1;13.63;-1;0.25;0.25;0.12;0;0;0.0;-1;0.0;-1;3;-1;-1;4;-1;
;https://stackoverflow.com/questions/11036280;-1;18.91;21.91;-1;15.9;-1;0.5;0.5;0.4;1;0;0.0;-1;0.0;-1;10;-1;-1;41;-1;


Trash in round 0: (57);https://stackoverflow.com/questions/9102527;0;1.62;20.89;0.92;15.13;0.81;0.5;0.5;0.07;1;0;27.4;0.94;0.52;1.0;1;-1;-1;4;-1;
;https://stackoverflow.com/questions/10653683;1;1.3;17.92;0.79;17.6;0.94;0.25;0.5;0.07;0;0;26.9;0.92;0.44;0.86;2;-1;-1;20;-1;
;https://stackoverflow.com/questions/9296032;2;1.28;18.01;0.79;13.05;0.7;0.5;0.75;0.03;1;0;22.63;0.77;0.29;0.57;1;-1;-1;6;-1;
;https://stackoverflow.com/questions/27825927;3;1.27;18.81;0.83;15.82;0.85;0.5;0.25;0.02;0;0;14.86;0.51;0.45;0.86;2;-1;-1;5;-1;
;https://stackoverflow.com/questions/6638783;4;1.25;18.86;0.83;18.62;1.0;0.0;0.75;0.09;0;0;19.46;0.66;0.35;0.67;3;-1;-1;16;-1;
;https://stackoverflow.com/questions/7564138;5;1.23;16.12;0.71;14.82;0.8;0.5;0.75;0.03;0;0;24.03;0.82;0.5;0.96;6;-1;-1;11;-1;
;https://stackoverflow.com/questions/23618657;6;1.21;16.25;0.72;11.67;0.63;0.5;0.5;0.04;1;0;23.82;0.81;0.3;0.58;1;-1;-1;3;-1;
;https://stackoverflow.com/questions/901003;7;1.21;17.99;0.79;15.08;0.81;0.25;0.5;0.04;0;0;22.16;0.76;0.42;0.82;6;-1;-1;16;-1;
;https://stackoverflow.com/questions/36264105;8;1.21;18.72;0.83;14.99;0.8;0.25;0.5;0.03;0;0;22.3;0.76;0.41;0.79;1;-1;-1;3;-1;
;https://stackoverflow.com/questions/31168260;9;1.21;19.61;0.86;14.96;0.8;0.5;0.5;0.02;0;0;14.69;0.5;0.38;0.75;3;-1;-1;12;-1;
;https://stackoverflow.com/questions/6723598;10;1.21;17.41;0.77;11.95;0.64;0.5;0.5;0.02;1;0;16.64;0.57;0.26;0.5;3;-1;-1;5;-1;
;https://stackoverflow.com/questions/16379904;11;1.19;18.33;0.81;14.25;0.77;0.25;1.0;0.04;0;0;29.16;1.0;0.42;0.81;1;-1;-1;7;-1;
;https://stackoverflow.com/questions/13644538;12;1.18;18.98;0.84;16.38;0.88;0.5;0.5;0.03;0;0;14.67;0.5;0.33;0.64;2;-1;-1;7;-1;
;https://stackoverflow.com/questions/38858888;14;1.16;15.65;0.69;13.68;0.73;0.25;0.5;0.04;0;0;18.06;0.62;0.46;0.89;2;-1;-1;6;-1;
;https://stackoverflow.com/questions/631484;16;1.15;21.19;0.93;15.51;0.83;0.25;0.25;0.04;0;0;18.3;0.63;0.27;0.53;3;-1;-1;13;-1;
;https://stackoverflow.com/questions/41400810;17;1.14;17.85;0.79;14.2;0.76;0.0;0.5;0.01;0;0;15.06;0.51;0.38;0.74;1;-1;-1;6;-1;
;https://stackoverflow.com/questions/934832;18;1.14;18.74;0.83;15.62;0.84;0.25;0.5;0.05;0;0;23.69;0.81;0.32;0.62;3;-1;-1;6;-1;
;https://stackoverflow.com/questions/14146355;19;1.13;20.39;0.9;12.29;0.66;0.5;0.5;0.05;0;0;25.73;0.88;0.37;0.71;2;-1;-1;6;-1;
;https://stackoverflow.com/questions/315618;20;1.11;14.47;0.64;14.77;0.79;0.25;0.75;0.02;0;0;21.76;0.74;0.41;0.8;8;-1;-1;156;-1;
;https://stackoverflow.com/questions/5481487;21;1.11;19.27;0.85;13.57;0.73;0.25;0.5;0.02;0;0;15.54;0.53;0.33;0.64;5;-1;-1;56;-1;


-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I use PriorityBlockingQueue class?


Found Threads: (0);Pivot;------;------;24.76;------;16.39;------;------;------;------;0;0;18.34;------;0.62;------;-1.0;------;------;-1.0

Missed Threads: (3);https://stackoverflow.com/questions/3545623;-1;17.96;20.69;-1;15.23;-1;0.5;0.5;0.17;0;0;0.0;-1;0.0;-1;6;-1;-1;53;-1;
;https://stackoverflow.com/questions/807223;-1;13.58;13.53;-1;13.63;-1;0.0;0.5;0.0;0;0;0.0;-1;0.0;-1;6;-1;-1;67;-1;
;https://stackoverflow.com/questions/34866757;-1;16.38;19.6;-1;13.15;-1;0.5;0.5;0.17;0;0;0.0;-1;0.0;-1;1;-1;-1;8;-1;


Trash in round 0: (0)

-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;-----;

How do I parse a text string into date and time?


Found Threads: (6);Pivot;------;------;12.6;------;10.87;------;------;------;------;1;0;12.13;------;0.65;------;-1.0;------;------;-1.0
;https://stackoverflow.com/questions/22463062;23;1.21;10.47;0.83;9.58;0.88;0.25;1.0;0.02;0;0;11.23;0.93;0.46;0.71;3;-1;-1;876;-1;
;https://stackoverflow.com/questions/909022;26;1.21;9.34;0.74;9.48;0.87;0.25;1.0;0.02;0;0;11.39;0.94;0.52;0.81;10;-1;-1;84;-1;
;https://stackoverflow.com/questions/35707882;46;1.17;9.65;0.77;9.34;0.86;0.75;0.75;0.04;0;0;10.7;0.88;0.47;0.72;1;-1;-1;10;-1;
;https://stackoverflow.com/questions/18099285;90;1.12;8.85;0.7;7.55;0.69;0.25;1.0;0.05;0;0;11.69;0.96;0.54;0.84;6;-1;-1;16;-1;
;https://stackoverflow.com/questions/34793263;110;1.11;8.83;0.7;9.26;0.85;0.25;1.0;0.02;0;0;10.45;0.86;0.42;0.66;3;-1;-1;24;-1;
;https://stackoverflow.com/questions/18915075;198;1.03;8.79;0.7;8.5;0.78;0.25;1.0;0.02;0;0;11.28;0.93;0.37;0.58;9;-1;-1;148;-1;

Missed Threads: (14);https://stackoverflow.com/questions/999172;-1;10.15;11.06;-1;9.24;-1;0.25;1.0;0.2;0;0;0.0;-1;0.0;-1;5;-1;-1;466;-1;
;https://stackoverflow.com/questions/4216745;-1;8.5;8.2;-1;8.8;-1;0.25;1.0;0.14;1;0;0.0;-1;0.0;-1;13;-1;-1;2498;-1;
;https://stackoverflow.com/questions/4496359;-1;9.62;10.81;-1;8.43;-1;0.5;1.0;0.4;0;0;0.0;-1;0.0;-1;6;-1;-1;313;-1;
;https://stackoverflow.com/questions/5301226;-1;8.88;8.58;-1;9.19;-1;0.25;0.75;0.12;1;0;0.0;-1;0.0;-1;8;-1;-1;525;-1;
;https://stackoverflow.com/questions/2201925;-1;8.84;8.31;-1;9.37;-1;0.25;1.0;0.1;0;0;0.0;-1;0.0;-1;25;-1;-1;1243;-1;
;https://stackoverflow.com/questions/5683728;-1;8.73;8.49;-1;8.98;-1;0.25;1.0;0.12;1;0;0.0;-1;0.0;-1;16;-1;-1;1418;-1;
;https://stackoverflow.com/questions/6252678;-1;9.09;8.79;-1;9.39;-1;0.5;0.75;0.18;0;0;0.0;-1;0.0;-1;10;-1;-1;779;-1;
;https://stackoverflow.com/questions/6543174;-1;9.65;10.38;-1;8.92;-1;0.75;0.75;0.38;0;0;0.0;-1;0.0;-1;10;-1;-1;138;-1;
;https://stackoverflow.com/questions/11994790;-1;9.53;10.75;-1;8.3;-1;0.5;0.75;0.25;1;0;0.0;-1;0.0;-1;5;-1;-1;125;-1;
;https://stackoverflow.com/questions/16910344;-1;8.64;9.08;-1;8.21;-1;0.5;0.5;0.25;0;0;0.0;-1;0.0;-1;2;-1;-1;36;-1;
;https://stackoverflow.com/questions/18823627;-1;8.41;8.67;-1;8.16;-1;0.25;0.75;0.17;0;0;0.0;-1;0.0;-1;3;-1;-1;23;-1;
;https://stackoverflow.com/questions/33179166;-1;9.0;8.85;-1;9.16;-1;0.25;0.75;0.08;0;0;0.0;-1;0.0;-1;2;-1;-1;10;-1;
;https://stackoverflow.com/questions/38048032;-1;10.79;11.6;-1;9.97;-1;0.0;0.75;0.0;0;0;0.0;-1;0.0;-1;2;-1;-1;13;-1;
;https://stackoverflow.com/questions/42763103;-1;9.63;10.03;-1;9.23;-1;0.25;1.0;0.11;0;0;0.0;-1;0.0;-1;5;-1;-1;50;-1;


Trash in round 0: (284);https://stackoverflow.com/questions/15957122;0;1.39;10.61;0.84;7.56;0.7;0.5;0.75;0.02;1;0;10.46;0.86;0.48;0.75;1;-1;-1;2;-1;
;https://stackoverflow.com/questions/44711962;1;1.38;10.44;0.83;8.23;0.76;0.5;1.0;0.04;1;0;11.68;0.96;0.44;0.68;3;-1;-1;6;-1;
;https://stackoverflow.com/questions/48818379;2;1.3;10.08;0.8;10.66;0.98;0.0;1.0;0.07;0;0;11.94;0.98;0.53;0.83;1;-1;-1;8;-1;
;https://stackoverflow.com/questions/44297939;3;1.3;10.66;0.85;10.87;1.0;0.25;0.5;0.08;0;0;11.47;0.95;0.48;0.75;3;-1;-1;7;-1;
;https://stackoverflow.com/questions/35007746;4;1.29;11.43;0.91;9.1;0.84;0.25;1.0;0.03;0;0;11.32;0.93;0.54;0.84;2;-1;-1;3;-1;
;https://stackoverflow.com/questions/22033487;5;1.29;11.2;0.89;9.45;0.87;0.5;1.0;0.04;0;0;11.83;0.98;0.53;0.82;3;-1;-1;4;-1;
;https://stackoverflow.com/questions/51350231;6;1.28;10.52;0.83;10.34;0.95;0.25;1.0;0.05;0;0;11.57;0.95;0.5;0.78;2;-1;-1;7;-1;
;https://stackoverflow.com/questions/39947435;7;1.27;9.81;0.78;9.25;0.85;0.0;0.75;0.03;0;0;11.22;0.92;0.59;0.92;1;-1;-1;2;-1;
;https://stackoverflow.com/questions/34750724;8;1.26;10.86;0.86;9.74;0.9;0.25;1.0;0.05;0;0;12.03;0.99;0.5;0.77;2;-1;-1;2;-1;
;https://stackoverflow.com/questions/44044603;9;1.26;11.18;0.89;8.45;0.78;0.5;1.0;0.02;0;0;12.13;1.0;0.55;0.85;2;-1;-1;8;-1;
;https://stackoverflow.com/questions/39133828;10;1.26;11.06;0.88;10.47;0.96;0.25;0.75;0.07;0;0;11.68;0.96;0.43;0.67;3;-1;-1;6;-1;
;https://stackoverflow.com/questions/51284995;11;1.25;11.03;0.88;9.8;0.9;0.75;1.0;0.07;0;0;11.33;0.93;0.47;0.73;2;-1;-1;9;-1;
;https://stackoverflow.com/questions/29938237;12;1.24;10.86;0.86;10.1;0.93;0.5;0.75;0.05;0;0;10.89;0.9;0.45;0.7;3;-1;-1;16;-1;
;https://stackoverflow.com/questions/35881681;13;1.24;11.73;0.93;9.46;0.87;0.5;1.0;0.04;0;0;10.59;0.87;0.44;0.69;4;-1;-1;39;-1;
;https://stackoverflow.com/questions/17305048;14;1.24;8.74;0.69;7.17;0.66;0.5;1.0;0.05;1;0;11.42;0.94;0.4;0.62;1;-1;-1;11;-1;
;https://stackoverflow.com/questions/19246936;15;1.24;12.11;0.96;10.01;0.92;0.25;0.75;0.07;0;0;11.54;0.95;0.38;0.59;2;-1;-1;8;-1;
;https://stackoverflow.com/questions/54565471;16;1.24;9.3;0.74;10.32;0.95;0.25;0.75;0.09;0;0;10.66;0.88;0.5;0.78;1;-1;-1;4;-1;
;https://stackoverflow.com/questions/27706569;17;1.23;11.09;0.88;9.45;0.87;0.5;0.75;0.06;0;0;11.34;0.93;0.46;0.71;1;-1;-1;4;-1;
;https://stackoverflow.com/questions/52494526;18;1.22;9.79;0.78;8.83;0.81;0.5;1.0;0.03;0;0;12.08;1.0;0.55;0.86;2;-1;-1;3;-1;
;https://stackoverflow.com/questions/51442651;19;1.22;11.45;0.91;9.15;0.84;0.5;1.0;0.08;0;0;11.15;0.92;0.44;0.69;1;-1;-1;2;-1;
