counter question1 question2 proximity
217 26702747 26550959 4
218 13322533 2431123 5
219 23883108 12548603 5
220 35465166 22458575 2
221 16813012 5642802 2
222 33252833 52353 5
223 9662541 7810074 2
224 887552 37628 3
225 41529827 10367698 4
226 13369515 11923128 4
227 49556845 40039649 3
228 14794930 409784 4
229 5789379 4894754 3
230 19814713 4084005 2
231 28994678 14135358 2
232 19020144 2294551 6
233 4753403 3502674 3
234 20075940 3572160 2
235 45185619 339699 3
236 19721290 11461607 4
237 30949614 301563 4
238 40737129 6927763 2
239 13332661 7475876 4
240 34057092 7354740 2
241 21122275 4254424 2
242 16267093 11450601 3
243 48265222 21488056 3
244 2834355 37026 2
245 19418955 253492 4
246 1448167 4076601 3
247 43302147 15139231 2
248 19864388 1881546 4
249 50094181 199774 3
250 739006 90578 1
251 1830462 4386446 4
252 40184984 7619058 1
253 17769337 85190 4
254 40166849 39989324 3
255 22482507 1467913 2
256 32200718 4544197 3
257 39786941 3106452 6
258 19954253 880581 3
259 34756458 513832 4
260 14796921 3101339 2
261 37508130 35186 3
262 19865170 8777257 5
263 50335259 218384 3
264 34247595 10511170 2
265 11175058 2294519 3
266 4922145 2559527 3
267 27607386 40471 4
268 39972506 8511063 2
269 40459599 41577234 2
270 32067986 28210775 3
271 47112296 4576222 4
272 32655117 25222811 5
273 35261130 18119754 5
274 19204793 3768554 2
275 21079569 16458564 4
276 49080255 18552005 3
277 18300499 2074012 2
278 265027 24596 2
279 47611006 215497 2
280 47501504 14142853 3
281 49852786 28555031 2
282 7357526 7017688 3
283 14204278 3759315 3
284 40922663 19602727 4
285 15796384 14183110 2
286 4463440 2946338 8
287 37109800 2422468 6
288 20429590 1907318 3
289 14301939 5817179 3
290 47129961 2591098 3
291 23737528 4485716 2
292 22321501 3194545 2
293 32400580 18339707 2
294 6873093 306880 3
295 32755419 1554112 1
296 44881008 29490893 4
297 12926853 12803346 3
298 42176106 14000930 3
299 42326353 13069402 4
300 40041522 13134490 3
301 9281629 4597749 3
302 29798880 5103121 2
303 26012434 25912455 3
304 35038108 5455794 2
305 44851386 7961788 2
306 8882097 2851938 2
307 5747332 3617326 3
308 2169330 1119385 5
309 15854361 6607550 4
310 4072703 1168451 3
311 9368764 52353 8
312 46777132 30055585 2
313 13392030 7784421 1
314 15484059 18524 3
315 17250259 17017966 3
316 1704430 4023185 2
317 6535086 6531627 3
318 12323907 529085 3
319 28747433 24095875 2
320 40640140 25493837 6
321 30320055 10239936 3
322 31038180 24421140 4
323 7434505 5407250 4
324 34010203 21887358 3
325 46094949 16143684 5
326 47422129 24554057 3
327 22721400 22591499 2
328 4670631 10042 3
329 2081005 13186448 4
330 12832006 26446599 7
331 33555953 3200301 2
332 34576468 19836549 6
333 10305592 5063266 3
334 28883248 22694884 5
335 489913 40480 2
336 16450972 16447597 8
337 13992748 11579953 3
338 21242626 6592468 5
339 28250507 10143998 3
340 46859012 8270784 4
341 48656355 7803944 2
342 9300115 2223434 3
343 17608392 3504396 3
344 47485667 25634542 3
345 2331823 80105 2
346 36459212 31237983 4
347 33866082 12401547 1
348 39895203 26061781 3
349 27455859 5554734 4
350 46997440 34985220 4
351 26517276 10382929 4
352 5632065 2288937 5
353 25738939 3022454 2
354 25790826 5758660 2
355 12120002 816142 3
356 36093645 20987214 5
357 3619796 1312383 4
358 18056339 792361 2
359 2592501 494180 2
360 20702635 2745265 4
361 15507110 2134784 2
362 13894199 4448370 2
363 19827161 513832 2
364 20000628 5402925 3
365 33913611 25693309 3
366 5813614 912334 4
367 50168643 14136721 1
368 28363416 2201925 2
369 31884133 6105124 3
370 20098170 1439779 2
371 726599 586363 2
372 24173308 23620919 3
373 20948361 1907318 3
374 12288836 4240080 3
375 47053530 2745206 3
376 3013506 147181 2
377 6865538 2983248 5
378 12466803 1799268 2
379 17045246 1465621 3
380 34202987 22012061 2
381 45665665 574240 3
382 48606533 409784 2
383 1879700 203984 2
384 49474182 1855170 5
385 7570700 822322 3
386 25857704 19508844 3
387 10356140 20773850 7
388 37972439 478403 4
389 25674572 24129088 3
390 47974467 153724 2
391 13930766 7699020 4
392 18438474 13670991 2
393 23583228 1532461 3
394 6669746 6470651 6
395 16624763 9562505 5
396 7051686 2499323 2
397 7472519 4796746 4
398 23190504 2312662 4
399 5499523 39849984 7
400 8260423 4261666 3
401 42871882 29258141 3
402 49085522 8777982 1
403 16567694 40480 3
404 8496584 8422278 4
405 45547671 14102955 4
406 35748101 29758774 2
407 13795663 12481698 3
408 21322478 5690351 3
409 36301543 3914404 2
410 31798942 3001836 4
411 32489316 32206092 4
412 5193786 1429172 6
413 43424863 15769035 3
414 34496939 7526817 2
415 19697996 4620601 2
416 49103804 1568091 2
417 13919906 5270272 1
418 26050888 9264897 3
419 10614686 13252304 5
420 11801554 40480 2
421 29891892 25220340 1
422 46160835 2591098 1
423 33584373 5109654 4
424 5128536 121324 3
425 37975549 29229373 4
426 14319064 11093326 6
427 18680503 4131092 2
428 39242927 1099025 5
429 7312363 512124 2
430 3461310 12545129 5
431 23981991 9338209 2
432 11758285 1372113 2
433 31146038 3295496 4
434 14177774 12684305 3
435 46436476 2181774 6
436 12007231 1179672 4
437 10806973 878573 4
438 17360011 22358071 2
439 48632364 6510724 2
440 13101727 4427238 5
441 39984634 3325387 5
442 20007600 19782314 3
443 743029 147181 2
444 13178397 1377279 3
445 2070951 540396 3
446 2921211 355089 4
447 18598996 10369837 2
448 16698198 16627813 3
449 15552980 2683214 4
450 26418720 8819738 3
451 9917767 2371118 2
452 4416425 2206378 3
453 8809801 66066 3
454 48018554 3802893 2
455 28605881 1415955 4
456 4432560 240546 4
457 10795997 212321 3
458 45354012 9977236 2
459 17607685 2639943 3
460 43302944 4479683 4
461 16440819 12618489 3
462 33327580 1066318 3
463 30545594 13772827 2
464 15755991 15734418 6
465 5923682 2896013 4
466 5581726 5571466 2
467 15437012 6493605 3
468 40870096 18648521 3
469 5178092 2784514 4
470 39850485 5008176 3
471 24347939 11971027 3
472 7604237 3941357 2
473 25185766 16149117 3
474 16321690 3767365 2
475 25081479 574594 2
476 15307814 435890 7
477 32656016 11945013 4
478 28889051 27582233 2
479 45869642 10149120 3
480 41700809 41014304 3
481 17571907 4937402 2
482 2661698 2125293 6
483 20478014 1332548 2
484 40907601 409784 3
485 36148573 1750435 2
486 22145590 3179216 4
487 25477109 615948 3
488 28095285 1545501 3
489 27041504 513832 3
490 33988800 1440134 3
491 15523510 10392255 5
492 32861782 218384 3
493 46256058 109383 3
494 21313846 2550123 6
495 30975982 10229716 4
496 18428471 6567870 4
497 7444670 6364849 3
498 23968830 6567923 3
499 9852831 147468 3
500 20587656 6008241 3
501 30255700 24709566 4
502 44850587 218384 3
503 15899699 2843366 3
504 30294343 23318109 5
505 39428373 9606428 3
506 32455704 16596418 2
507 16924830 8386987 2
508 10269300 1073919 2
509 17379437 10572643 3
510 11097760 2276219 3
511 2031759 1262447 3
512 43597646 283816 2
513 20999164 1820908 5
514 30049736 16451777 3
515 20177580 2506488 3
516 15327731 1915166 2
517 18510582 28832 4
518 19173675 7067734 2
519 33015809 2745265 3
520 38797344 541487 3
521 3092710 212562 4
522 20831978 7093186 3
523 19846954 8710619 2
524 17574916 1536054 4
525 42119232 21145558 4
526 28622119 28210775 2
527 48369343 23834995 1
528 1474113 1383771 4
529 14642432 7672317 2
530 44649147 32792000 3
531 6077572 3138384 2
532 35672916 25211394 6
533 20756276 17734396 3
534 15528742 3894119 2
535 47980058 218384 2
536 6296299 2320658 3
537 15649394 2455102 3
538 11490636 4609870 3
539 33481518 3637936 6
540 45955644 29210176 2
541 29090655 23218874 4
542 25663840 65475 6
543 24576543 40480 4
544 34233510 8585350 2
545 34977292 2710300 3
546 28510761 513832 3
547 34009525 851880 5
548 14932296 6852756 2
549 25610393 9659133 2
550 33870711 15085294 4
551 13457194 106336 2
552 22751071 21955256 2
553 18234324 6569557 3
554 7262048 3885753 3
555 24730234 18489817 3
556 49838742 504103 3
557 48515347 43436794 5
558 465627 465627 6
559 16194811 1563030 2
560 25232564 3047564 3
561 4886042 4929813 3
562 2071365 2012354 3
563 49257998 32398754 5
564 26100501 21025017 3
565 5887849 52353 4
566 28473785 28470540 2
567 16625865 2220366 3
568 32283140 902922 2
569 29315788 1295424 2
570 30782662 9440844 2
571 50540669 5554734 2
572 28162148 20399905 3
573 15510361 10229716 3
574 41841667 38123151 3
575 36009227 12665474 2
576 50105808 42117386 3
577 29533330 2990799 4
578 22205155 7107930 2
579 29624957 5498865 3
580 39627170 27247767 5
581 10708095 285793 5
582 32650086 28818506 3
583 39535995 24291091 3
584 23445830 5640778 3
585 47146385 7522022 6
586 15748874 2353141 3
587 7778387 132326 3
588 48763209 41907218 5
589 22058376 1978933 3
590 12503221 3571223 5
591 6329923 315618 3
592 11617843 767372 5
593 6571847 2974561 4
594 30410753 1306727 4
595 13937077 21016776 2
596 17470595 798545 4
597 9508844 9404673 3
598 48245488 39173982 5
599 6980218 3921145 2
600 11536934 1453171 2
601 31637694 8495835 1
602 15109084 3737107 4
603 46827825 218384 4
604 43619566 457629 4
605 14567033 970039 4
606 18155176 216790 2
607 34004596 23058029 2
608 19198048 1235179 2
609 36611392 6657319 3
610 21883236 7224670 3
611 29033518 24227182 3
612 6826875 4659659 3
613 23214318 21650155 3
614 31307890 19828015 3
615 39342639 7810074 4
616 44393128 44007492 5
617 30504384 7233328 3
618 10308112 10142059 3
619 16187467 1137479 3
620 12348932 7181699 3
621 34247049 18672456 5
622 20153725 6454627 5
623 40691098 10178980 3
624 29088723 335311 2
625 11952804 890966 4
626 10781138 95419 6
627 12147993 6729702 2
628 16245128 14295469 4
629 36362998 430346 2
630 39026195 8236945 4
631 15963549 12772443 3
632 38297486 218384 2
633 36334033 8238661 2
634 23825065 14074329 3
635 22060637 9141871 3
636 14194888 11591810 4
637 25525140 15518731 3
638 17142280 5423545 2
639 8661823 2118932 2
640 37584242 565634 4
641 47153183 27522741 3
642 30352077 6447984 5
643 21207067 642897 4
644 13210494 6569557 2
645 29213714 14342988 4
646 4108604 1440134 3
647 34101194 8869419 2
648 15853112 8396870 2
649 17664445 17006239 2
650 34000045 5466974 2
651 19178300 12192592 3
652 34960171 1387928 2
653 7977920 2782744 3
654 20828886 15621083 2
655 11866496 215497 1
656 1247154 963936 3
657 30642042 11670530 1
658 26446486 2824910 3
659 31839986 9111414 4
660 28101701 2416935 5
661 9146224 122105 2
662 24001048 40480 2
663 18734705 10656471 3
664 35743648 6175753 2
665 15228820 2186931 3
666 44080688 2486191 3
667 1096615 556807 2
668 36444491 20389255 4
669 24093549 11863503 3
670 11000409 308683 2
671 12792692 4982210 2
672 8401523 147454 5
673 13009786 2395574 4
674 10529963 1296235 5
675 42765714 33052917 3
676 43910816 26319040 4
677 1461598 1568091 3
678 29429840 9297899 3
679 44720896 4279420 3
680 7400865 148681 4
681 5404168 260666 2
682 45040170 23593061 3
683 15760213 2229033 3
684 13322533 2441036 4
685 21765437 4554452 4
686 43140311 2626835 3
687 42374231 3034186 3
688 4920508 218384 2
689 20674135 9031832 3
690 104854 3566146 3
691 26054460 4559661 2
692 27147730 21037406 5
693 19343965 1007084 3
694 30996423 11881552 2
695 20974558 13298823 3
696 48549985 37960674 3
697 33039145 2091014 4
698 20784619 9824053 5
699 38716051 33364100 2
700 20234947 2902458 3
701 30230154 19269714 3
702 34465363 6395961 3
703 15754094 3693626 6
704 15619629 18384930 4
705 5561436 2439782 2
706 41520433 22038957 4
707 47217549 46599187 4
708 48866037 2403132 3
709 8395725 2460297 4
710 33560408 5851025 3
711 5669180 1432245 2
712 46389222 12913731 2
713 47027500 8544771 2
714 30495378 2770321 4
715 18218386 19896870 6
716 11978139 709961 3
717 12515861 11798951 4
718 18585425 18581002 2
719 37974693 15130309 2
720 16165484 7705895 2
721 12747304 8897528 3
722 16801102 4042434 2
723 19411766 1293152 2
724 35305985 30727515 4
725 43112962 5654654 2
726 50249830 27990451 3
727 7329059 7374363 2
728 33343457 19422366 3
729 28435202 13102045 1
730 26534071 41577234 5
731 35465166 10490344 3
732 31724977 2860943 5
733 16449093 11332684 3
734 17122449 4278182 2
735 4440896 3313532 2
736 45345674 24202473 4
737 31351379 40119 6
738 19944219 4280831 3
739 9852145 13240520 3
740 48305048 32283833 3
741 15641960 877096 3
742 4378669 272535 3
743 5751510 309424 5
744 37202523 31657306 1
745 23822349 7470861 2
746 8312482 1491325 3
747 19116304 2551337 2
748 3862479 3674930 2
749 39376431 7787754 2
750 23291670 85190 3
751 2313234 198577 3
752 34582538 6729605 3
753 46697054 965690 4
754 3517666 223918 2
755 36902784 7220681 2
756 29516356 17619724 2
757 9119479 5730815 2
758 19592301 14447637 4
759 39237975 31398444 1
760 35490780 21522341 2
761 14274480 285793 4
762 15968987 9025230 3
763 35963008 17164375 3
764 12973358 3938992 2
765 36778752 3930210 3
766 40643848 5554734 3
767 15750904 2597083 2
768 47127846 7604814 3
769 47857836 13671270 4
770 20725115 14050793 2
771 11970929 5853879 3
772 40720280 2265503 3
773 11491665 254726 3
774 26228445 767372 4
775 29711960 3001836 3
776 14701667 14700962 3
777 14467999 10388136 2
778 29654950 16771122 3
779 9620723 975384 3
780 19061373 8523631 3
781 12297807 291279 4
782 50176085 1884889 2
783 40446801 2784514 4
784 17578807 9863835 2
785 20347073 1883264 4
786 25564206 11565536 5
787 21572614 6578133 3
788 46755710 46751205 4
789 19520884 6712587 4
790 26730838 10519558 2
791 30865959 14673653 3
792 45064306 42312182 2
793 9132049 1200621 4
794 4602245 2839321 4
795 9256502 2255500 3
796 18800850 1670862 3
797 24356809 4076601 2
798 50138378 3369287 3
799 20004676 7586858 2
800 37457545 23551683 4
801 41378471 16163874 3
802 12563955 1146153 4
803 17006585 2883181 2
804 35082013 30425836 1
805 23952226 23983465 4
806 25394998 21839182 2
807 10574802 158174 3
808 10199951 104799 3
809 41248640 25706216 3
810 37972359 19401403 2
811 27401658 6343166 6
812 8457182 2721546 3
813 33393111 40480 2
814 28373219 8115722 2
815 49589423 6952363 2
816 23456831 20702626 3
817 12745297 275711 2
818 35547997 27741288 2
819 39872462 23353173 3
820 46820565 25843823 3
821 9614708 5376970 2
822 6628611 171952 2
823 20289614 2888647 3
824 26479755 19723811 5
825 34966167 33913725 3
826 14260775 11377248 3
827 7804335 3366281 2
828 40547499 8389150 3
829 31939550 63150 4
830 20391297 2776975 2
831 1432245 3422673 4
832 43868404 154577 3
833 6086162 212321 3
834 24940883 12901475 3
835 20512193 2971315 5
836 37549121 24553761 4
837 9749573 6218928 1
838 15753536 15739710 2
839 16291449 749641 3
840 48505048 14917375 2
841 42097397 13102045 3
842 31788380 7170871 3
843 4827429 1600572 3
844 8726122 6927524 4
845 39664119 29053974 4
846 30622160 525212 4
847 37762314 14390722 3
848 17031677 5956934 4
849 8459944 1407893 3
850 8850441 1846900 3
851 355060 31693 5
852 23953205 1200621 3
853 4474932 2422468 6
854 22099000 2475652 2
855 29872608 20281835 3
856 8557716 457629 4
857 20769758 7533048 4
858 28022254 30454635 4
859 43957854 218384 3
860 34539140 513832 4
861 39784515 14694852 2
862 40780710 30137564 6
863 33930331 15032063 3
864 39295770 25953819 6
865 9291619 5840866 3
866 32935611 20295578 3
867 36971689 218384 1
868 47282477 2723397 3
869 36335838 19998309 3
870 46060548 43019126 5
871 48689256 3301635 5
872 12866784 1574837 5
873 36218747 12774723 3
874 39100182 1572322 2
875 15762233 1897655 2
876 32447678 215497 2
877 29172164 5061721 2
878 25961598 129178 3
879 3263892 3758606 7
880 47467483 7939257 2
881 40205358 513832 2
882 7187302 285793 4
883 46389257 9206618 3
884 49859463 817853 4
885 34628576 3351629 3
886 24701197 785586 2
887 12473694 12690128 1
888 9411566 1090458 2
889 28157287 17060285 2
890 13147279 4548699 3
891 5622802 5585779 3
892 10699849 1453171 2
893 49450640 21317631 2
894 17322002 6669181 3
895 14169661 3849692 4
896 15312735 1801718 1
897 36289416 7274076 5
898 46257736 513832 2
899 35450138 409784 1
900 32932609 2687081 2
901 43824695 21016776 2
902 21473568 20938095 2
903 32372279 2689379 3
904 50155610 10752753 3
905 38212239 23848129 4
906 48454423 24862058 4
907 12486181 2757107 4
908 6519746 6138127 3
909 5245600 910374 4
910 14485594 500637 4
911 45415783 5727336 2
912 28841084 5034370 3
913 29617489 19283083 3
914 7447006 266806 3
915 26180501 10534126 2
916 35537036 22323242 3
917 14891717 2755972 3
918 49668288 6441015 2
919 4085959 2757107 4
920 15226771 1235179 2
921 15338196 12728527 3
922 14974749 14903145 3
923 18931927 12306651 3
924 23307324 9670648 3
925 31689712 8020228 1
926 29965140 122105 3
927 4360241 695951 4
928 38754528 218384 2
929 39770471 26676200 3
930 33319899 27088934 4
931 47345147 47150410 4
932 15267456 731236 2
933 40080146 17058195 2
934 22928961 10944082 3
935 28615441 20389255 3
936 27643577 2721546 4
937 11611984 11611046 4
938 13218542 1844355 2
939 34044315 12439649 3
940 27210280 23252767 5
941 39822284 5554734 2
942 3603157 3519664 7
943 11672521 1070703 3
944 6443255 3838964 3
945 19094999 696782 3
946 16842306 403256 5
947 731120 4133630 3
948 23612652 17003823 4
949 30275117 513832 2
950 7288958 565634 4
951 27060999 3466568 4
952 7493740 40480 2
953 22206334 21317631 4
954 25188926 7374659 4
955 39427675 8775303 3
956 46343616 4968323 2
957 38997277 3642023 3
958 50134281 12439649 3
959 11488182 922528 4
960 16756102 2019914 5
961 30148887 6115896 3
962 34668294 34318747 3
963 20557762 2927391 3
964 3448864 24378375 5
965 47632244 12177416 4
966 33790388 10240694 4
967 49852786 17697908 2
968 16259797 1389736 6
969 46487528 409784 3
970 16800295 1235179 1
971 15438062 30639785 4
972 8567380 4217801 1
973 25843823 2411487 4
974 7598886 7596052 3
975 4917326 3154488 4
976 17283493 395401 1
977 32450184 2237720 3
978 31219165 30249493 5
979 31306643 5529754 4
980 50337133 36102961 3
981 34806460 9939076 2
982 14471789 12107049 3
983 30340352 13854037 2
984 5722152 285619 4
985 2583367 1256667 2
986 45663595 12804882 2
987 20480723 1206073 3
988 40959134 5937567 3
989 49592376 260666 2
990 44453332 11031562 1
991 19466834 5868369 4
992 34180350 2770321 3
993 45413042 5554734 4
994 37678702 26169557 3
995 32560018 28880785 4
996 45386769 7752347 4
997 24728231 6435953 4
998 47741354 37925649 3
999 19984040 2944822 3
1000 24908818 24820325 2
1001 32533145 25648414 4
1002 37795248 7220681 3
1003 8369734 3027495 3
1004 9811320 37628 3
1005 16982056 212321 3
1006 39316514 3220336 4
1007 36931603 15754523 2
1008 10475714 10468267 4
1009 32776335 3361239 3
1010 5526955 490091 3
1011 4111393 4000169 4
1012 19289175 513832 2
1013 14779413 6708801 3
1014 46997440 2723397 3
1015 6910013 4104125 3
1016 33521436 4228047 5
1017 6743365 5243754 5
1018 46664452 26350996 3
1019 3022991 8817253 3
1020 18690770 70324 2
1021 23247443 5642802 2
1022 35339307 4260723 3
1023 42820521 10382929 3
1024 7409740 993025 3
1025 18144660 6141180 2
1026 48206436 1073919 4
1027 25812699 2767212 3
1028 5073088 1075207 5
1029 23865374 2738342 1
1030 27817034 25147094 2
1031 37000771 3386039 3
1032 11464890 4052840 3
1033 17299182 3265357 4
1034 23299580 814934 2
1035 42403578 3481828 1
1036 45691174 218384 2
1037 37076306 6784463 4
1038 31698183 16771122 4
1039 15428414 525212 4
1040 44884141 11158454 3
1041 1682212 2979383 5
1042 8848724 41577234 3
1043 15284265 29140402 4
1044 4691962 3421486 3
1045 32333652 6802483 3
1046 39089612 6343166 3
1047 46253322 5668429 2
1048 4906187 513832 3
1049 23423957 9236087 1
1050 35706362 5289393 3
1051 2649213 413898 2
1052 16456965 1769489 3
1053 44879264 27459780 3
1054 48750819 20755432 3
1055 26749598 3481828 2
1056 44959145 268929 2
1057 28127822 16829485 3
1058 45350723 44644141 3
1059 31514557 25403012 3
1060 38967498 14228520 5
1061 48107157 19896870 4
1062 8592032 675730 4
1063 14093092 4013683 4
1064 15065939 24551 2
1065 47495346 218384 2
1066 3297867 3052442 5
1067 23664789 4031390 3
1068 32688650 14805547 3
1069 44541247 2607289 3
1070 6779836 867365 3
1071 6043184 151590 3
1072 18001505 3169372 4
1073 8414552 1235179 3
1074 41199553 13015870 2
1075 23641795 11006496 3
1076 13844390 886955 4
1077 34618576 6350158 2
1078 32676913 2713655 1
1079 24301864 23653778 1
1080 34598720 30081930 2
1081 16033085 1795808 4
1082 12115555 6093537 4
1083 50308685 6633164 3
1084 37591675 29936581 2
1085 12678781 2137755 4
1086 31011322 13197084 2
1087 48423491 14110986 3
1088 13540037 11579953 2
1089 36782253 6927763 2
1090 14092869 4685450 2
1091 8375229 1686699 5
1092 19629340 16188122 2
1093 42378390 14120531 1
1094 12862507 9773733 3
1095 27717503 13102045 4
1096 16761596 3559063 2
1097 28271203 4028059 3
1098 3048515 2277430 4
1099 11248738 869033 1
1100 17027777 2265503 4
1101 2799811 1085898 4
1102 14487561 665563 3
1103 25291770 10767117 3
1104 12594046 2292629 2
1105 46904399 25172595 3
1106 12770622 10382929 3
1107 36384911 15530886 3
1108 40339847 11941485 3
1109 1207957 4133682 3
1110 8877458 4691132 4
1111 18271136 14789478 2
1112 44569202 23944370 2
1113 27664567 218384 3
1114 35703237 5387643 3
1115 5406861 5407250 1
1116 10817037 9322405 1
1117 26696390 20036436 2
1118 34608116 10893443 2
1119 37763378 6115896 5
1120 24983596 24975455 5
1121 24058850 11141542 2
1122 33798166 21448500 3
1123 40127999 8882097 1
1124 43427070 34562435 3
1125 25828561 10751271 4
1126 35312147 5467038 2
1127 36340581 11757487 3
1128 27251517 5229809 3
1129 40852040 6958401 1
1130 13059341 363681 2
1131 17994355 3369794 2
1132 27100467 869033 2
1133 48669698 39139021 4
1134 8907666 179427 2
1135 19195759 7202616 2
1136 17509781 686231 5
1137 10275841 10121991 5
1138 21351284 1516144 3
1139 31396385 19614695 2
1140 32695170 1700081 3
1141 4585553 2161054 7
1142 46428565 38123151 3
1143 15886619 25425130 5
1144 48928654 20691603 3
1145 26615498 26550959 6
1146 3480401 12649572 3
1147 34984311 24294846 2
1148 36890422 7605953 3
1149 15518958 10494563 2
1150 40063484 4272666 3
1151 24980489 18093928 3
1152 46036953 17150627 3
1153 35395317 2644637 3
1154 20334377 290884 4
1155 14425135 657921 3
1156 33546385 13759415 4
1157 34887382 2349633 2
1158 14018478 86780 3
1159 37694995 513832 4
1160 3596023 2808535 2
1161 14360645 14339333 3
1162 34640621 2448843 2
1163 13649945 3356113 2
1164 8971371 2618059 2
1165 5403132 5403086 2
1166 29791036 10210645 3
1167 7034781 635935 2
1168 45083186 1868333 4
1169 7280698 7202616 2
1170 13548417 1988196 3
1171 30403639 6343166 4
1172 49601464 19291283 5
